Sample ID,Sample Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Metadata Submission,Comments
SM-GE66S_S044_E1-50,whole cell,mouse,ncbi:txid10090,657379571,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S045_E1-50,whole cell,mouse,ncbi:txid10090,657379571,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S046_E1-50,whole cell,mouse,ncbi:txid10090,657379571,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S047_E1-50,whole cell,mouse,ncbi:txid10090,657379571,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S048_E1-50,whole cell,mouse,ncbi:txid10090,657379571,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S049_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S050_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S051_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S052_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S053_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S054_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S055_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S056_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S057_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S058_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S059_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S060_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S061_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S062_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S063_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S064_E1-50,whole cell,mouse,ncbi:txid10090,657379626,cellgroup,361175,92 days,female,Pvalb-IRES-Cre/wt;Ai163(TIT2L-GC6s-ICL-tdT-tTA2)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S065_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S066_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S067_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S068_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S069_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S070_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S071_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S072_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S073_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S075_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S077_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S078_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S079_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S080_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S089_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S090_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S091_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S092_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S093_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S095_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S096_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S100_E1-50,whole cell,mouse,ncbi:txid10090,657069549,cellgroup,359681,98 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S161_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S163_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S164_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S165_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S166_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S167_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S168_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S170_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S171_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S172_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S173_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S174_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S176_E1-50,whole cell,mouse,ncbi:txid10090,657309891,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S178_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S179_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S180_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S181_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S182_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S183_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66S_S184_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S035_E1-50,whole cell,mouse,ncbi:txid10090,657069566,cellgroup,359681,98 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S088_E1-50,whole cell,mouse,ncbi:txid10090,657308445,cellgroup,359684,99 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S089_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S090_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S091_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S092_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S093_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S094_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S095_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S096_E1-50,whole cell,mouse,ncbi:txid10090,657310401,cellgroup,359293,102 days,male,Grp-Cre_KH288/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt,transcriptomics,transcriptomics,ALM,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66T_S176_E1-50,whole cell,mouse,ncbi:txid10090,657308445,cellgroup,359684,99 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66U_S053_E1-50,whole cell,mouse,ncbi:txid10090,657289329,cellgroup,359684,99 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66U_S104_E1-50,whole cell,mouse,ncbi:txid10090,657363158,cellgroup,361252,100 days,female,Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt,transcriptomics,transcriptomics,CTXsp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
SM-GE66U_S177_E1-50,whole cell,mouse,ncbi:txid10090,657343027,cellgroup,367000,62 days,female,Emx1-IRES-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,transcriptomics,transcriptomics,VISp,whole cell,1,Allen Institute for Brain Science,Zeng,1U19MH114830-01,zeng_sc_SSv4,NeMO,,2022Q2,
